instrument_id,instrument_name,instrument_price,instrument_material,instrument_type,instrument_brand,instrument_img
2901,Rico RIC10MH La Voz (MH),1980,Липа,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/9v1/cjy/1v0/4oo/ogs/0gg/8cs/gkc/9v1cjy1v04ooogs0gg8csgkc0.jpg
2902,Rico RIC10MH La Voz (MH),1980,Сосна,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/9v1/cjy/1v0/4oo/ogs/0gg/8cs/gkc/9v1cjy1v04ooogs0gg8csgkc0.jpg
2903,Rico RKC05HD La Voz (H),1640,Пластик,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/914/dsb/klh/n48/soo/sk8/o8s/4ko/w/914dsbklhn48soosk8o8s4kow.jpg
2904,Rico RKB1015 Royal,3010,Махонь,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/24u/no5/6n0/zfo/ww0/04w/cgo/4cs/k/24uno56n0zfoww004wcgo4csk.jpg
2905,Rico RRP05BSX150 Plasticover,3360,Клен,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/c8n/mbk/o8b/xko/g4g/gw4/c08/0wc/g/c8nmbko8bxkog4ggw4c080wcg.jpg
2906,Rico RRS10ASX3M Select Jazz Unfiled (3M),2620,Ольха,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/78i/emm/0hb/n8c/888/8ko/sgo/oog/g/78iemm0hbn8c8888kosgooogg.jpg
2907,Arnolds&Sons ASS-100,59990,Дуб,Сопрано-саксофоны,Arnolds&Sons,https://www.muztorg.ru/files/sized/f250x250/ar5/rwl/8c5/r4g/s8s/ocw/g8w/w0k/o/ar5rwl8c5r4gs8socwg8ww0ko.jpeg
2908,Rico RSF05TSX3M Select Jazz Filed (3M),2200,Клен,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/42j/qmi/f8z/ta8/g44/0s4/wgk/kwk/c/42jqmif8zta8g440s4wgkkwkc.jpg
2909,Rico RRS05TSX2S Select Jazz Unfiled (2S),2140,Береза,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/4cq/2y9/dam/9s0/kgc/k48/wkw/0k8/4cq2y9dam9s0kgck48wkw0k80.jpg
2910,Rico MLM-5 Metalite,3360,Яблоня,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/5nk/zbo/93w/qo0/4w0/koo/4ko/88s/4/5nkzbo93wqo04w0koo4ko88s4.jpg
2911,Rico MLM-9 Metalite,3360,Яблоня,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/1e5/chj/pqm/2zo/sg4/o4g/w4w/80k/k/1e5chjpqm2zosg4o4gw4w80kk.jpg
2912,Rico RIC10MS La Voz (MS),2160,Береза,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/950/f3l/7p2/t4w/cgg/gw8/0s0/84w/950f3l7p2t4wcgggw80s084w.jpg
2913,Rico RIC10SF La Voz (S),1980,Липа,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/3nt/wij/g2g/sqo/8ws/w4o/ss4/ww4/4/3ntwijg2gsqo8wsw4oss4ww44.jpg
2914,Rico RKB1030 Royal,3290,Ольха,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/bi6/b7x/f17/88c/404/wgg/gws/kgw/w/bi6b7xf1788c404wgggwskgww.jpg
2915,Rico RRS10ASX3S Select Jazz Unfiled (3S),2620,Орех,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/78i/emm/0hb/n8c/888/8ko/sgo/oog/g/78iemm0hbn8c8888kosgooogg.jpg
2916,Rico RKC05MS La Voz (MS),1640,Орех,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/2ff/kkg/zjl/y3o/ow8/8ko/440/0s8/c/2ffkkgzjly3oow88ko4400s8c.jpg
2917,Rico RKA0315,980,Клен,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/1b2/gnc/o72/fgg/408/0c8/88g/ww8/w/1b2gnco72fgg4080c888gww8w.jpg
2918,Rico RRGMPCBSXB3 Graftonite B3,2560,Пластик,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/fs7/1ue/ljq/9cs/k8w/48k/wsw/4c8/fs71ueljq9csk8w48kwsw4c8.jpg
2919,Rico RSF05TSX2S  Select Jazz Filed (2S),1960,Клен,Аксессуары для саксофонов,Rico,https://www.muztorg.ru/files/sized/f250x250/f0x/izw/q2n/q8g/w00/gc4/sg0/ck4/8/f0xizwq2nq8gw00gc4sg0ck48.jpeg
2920,Jakob Winter JWC360V,16960,Липа,Аксессуары для саксофонов,Jakob,https://www.muztorg.ru/files/sized/f250x250/6tt/esx/s4t/80s/40k/8k8/skc/00c/4/6ttesxs4t80s40k8k8skc00c4.jpg
2921,Jakob Winter JW51025V,32600,Клен,Аксессуары для саксофонов,Jakob,https://www.muztorg.ru/files/sized/f250x250/avr/7da/9k2/cgg/o84/os8/wks/00k/k/avr7da9k2cggo84os8wks00kk.jpg
2922,KONIG&MEYER 14410-021-55,6380,Береза,Аксессуары для саксофонов,KONIG&MEYER,https://www.muztorg.ru/files/sized/f250x250/8ym/v7n/zil/hk4/4sw/ok8/k4o/o0k/s/8ymv7nzilhk44swok8k4oo0ks.jpg
2923,KONIG&MEYER 14335-000-55 Jazz,6420,Орех,Аксессуары для саксофонов,KONIG&MEYER,https://www.muztorg.ru/files/sized/f250x250/4qy/f9b/ty5/ny8/ow8/w88/sw4/scg/o/4qyf9bty5ny8ow8w88sw4scgo.jpg
2924,KONIG&MEYER 14350-000-55 Saxxy,5400,Махонь,Аксессуары для саксофонов,KONIG&MEYER,https://www.muztorg.ru/files/sized/f250x250/87m/73k/wip/pss/ko8/gw8/4cg/80o/w/87m73kwippssko8gw84cg80ow.jpg
2925,KONIG&MEYER 14415-000-55,9950,Орех,Аксессуары для саксофонов,KONIG&MEYER,https://www.muztorg.ru/files/sized/f250x250/48o/ut4/5o9/pc0/s8g/woo/8gw/40o/o/48out45o9pc0s8gwoo8gw40oo.jpg
2926,KONIG&MEYER 14330-000-55 Jazz,5780,Береза,Аксессуары для саксофонов,KONIG&MEYER,https://www.muztorg.ru/files/sized/f250x250/7zq/hsb/2x3/0cg/cs0/scg/0co/ws8/7zqhsb2x30cgcs0scg0cows80.jpg
2927,KONIG&MEYER 14340-000-55 Saxxy,4650,Ольха,Аксессуары для саксофонов,KONIG&MEYER,https://www.muztorg.ru/files/sized/f250x250/4qc/qm8/bch/csg/gok/4ws/kso/g88/k/4qcqm8bchcsggok4wsksog88k.jpg
2928,KONIG&MEYER 14315-000-55,4150,Сосна,Аксессуары для саксофонов,KONIG&MEYER,https://www.muztorg.ru/files/sized/f250x250/66j/c0h/5jb/bsw/8wo/8so/gg0/kwk/8/66jc0h5jbbsw8wo8sogg0kwk8.jpg
2929,VANDOREN SR7015 V16,4260,Береза,Аксессуары для саксофонов,VANDOREN,https://www.muztorg.ru/files/sized/f250x250/7w0/jk6/99s/d0c/wgs/sw4/480/o48/c/7w0jk699sd0cwgssw4480o48c.jpg
2930,Vandoren V16 A9 S+ (SM815S+),17590,Махонь,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/5hy/qwy/qgz/zc4/c0g/044/4cg/oc8/g/5hyqwyqgzzc4c0g0444cgoc8g.jpg
2931,Vandoren V12 2.5 (SR6225),900,Махонь,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/1rt/vr4/dlg/f7o/k8c/8g0/owk/08w/1rtvr4dlgf7ok8c8g0owk08w0.jpg
2932,Vandoren Optimum AL5 (SM713),17590,Клен,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/2i0/o5f/irc/5q8/kgw/wco/ksw/80g/s/2i0o5firc5q8kgwwcoksw80gs.jpg
2933,Vandoren LC59AP,7390,Клен,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/7lj/4qy/lfg/x8o/gsc/c08/cgs/8w4/7lj4qylfgx8ogscc08cgs8w40.jpg
2934,BEYOND,1059,Ольха,Аксессуары для саксофонов,BEYOND,https://www.muztorg.ru/files/sized/f250x250/5bq/fqe/u7d/bgo/4ss/gsg/040/4k0/s/5bqfqeu7dbgo4ssgsg0404k0s.jpg
2935,RIYIN,899,Ольха,Аксессуары для саксофонов,RIYIN,https://www.muztorg.ru/files/sized/f250x250/oy8/g2r/rs3/hcg/440/404/k4c/wwk/oy8g2rrs3hcg440404k4cwwk.jpg
2936,RIYIN,899,Яблоня,Аксессуары для саксофонов,RIYIN,https://www.muztorg.ru/files/sized/f250x250/oy8/g2r/rs3/hcg/440/404/k4c/wwk/oy8g2rrs3hcg440404k4cwwk.jpg
2937,Vandoren V12 3.0 (SR623),900,Махонь,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/dw2/fso/0pp/94c/osw/w80/88o/cko/k/dw2fso0pp94cosww8088ockok.jpg
2938,Vandoren V16 1.5 (SR7215),780,Орех,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/60q/8i2/p0h/q4g/o8g/ow8/o0w/gww/s/60q8i2p0hq4go8gow8o0wgwws.jpg
2939,BEYOND,1166,Береза,Аксессуары для саксофонов,BEYOND,https://www.muztorg.ru/files/sized/f250x250/5bq/fqe/u7d/bgo/4ss/gsg/040/4k0/s/5bqfqeu7dbgo4ssgsg0404k0s.jpg
2940,BEYOND,1059,Пластик,Аксессуары для саксофонов,BEYOND,https://www.muztorg.ru/files/sized/f250x250/dhn/7d6/w1g/xwg/o40/gk8/c80/sgk/8/dhn7d6w1gxwgo40gk8c80sgk8.jpg
2941,Vandoren jaZZ 3.0 (SR443),1460,Липа,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/aii/fnl/jxb/54o/8ss/8wo/0wo/0w4/c/aiifnljxb54o8ss8wo0wo0w4c.jpg
2942,RIYIN,899,Пластик,Аксессуары для саксофонов,RIYIN,https://www.muztorg.ru/files/sized/f250x250/oy8/g2r/rs3/hcg/440/404/k4c/wwk/oy8g2rrs3hcg440404k4cwwk.jpg
2943,RIYIN,738,Пластик,Аксессуары для саксофонов,RIYIN,https://www.muztorg.ru/files/sized/f250x250/oy8/g2r/rs3/hcg/440/404/k4c/wwk/oy8g2rrs3hcg440404k4cwwk.jpg
2944,RIYIN,738,Пластик,Аксессуары для саксофонов,RIYIN,https://www.muztorg.ru/files/sized/f250x250/oy8/g2r/rs3/hcg/440/404/k4c/wwk/oy8g2rrs3hcg440404k4cwwk.jpg
2945,RIYIN,738,Береза,Аксессуары для саксофонов,RIYIN,https://www.muztorg.ru/files/sized/f250x250/oy8/g2r/rs3/hcg/440/404/k4c/wwk/oy8g2rrs3hcg440404k4cwwk.jpg
2946,Vandoren V5 A15 (SM411),15990,Клен,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/1r2/1kr/jao/u68/4oc/kwo/wgs/4gs/4/1r21krjaou684ockwowgs4gs4.jpg
2947,Vandoren Juno 2.0 3-pack (JSR812/3),3800,Ольха,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/awo/h8b/480/1cs/gsk/0sk/wgk/kc4/4/awoh8b4801csgsk0skwgkkc44.jpg
2948,BEYOND,1166,Махонь,Аксессуары для саксофонов,BEYOND,https://www.muztorg.ru/files/sized/f250x250/dhn/7d6/w1g/xwg/o40/gk8/c80/sgk/8/dhn7d6w1gxwgo40gk8c80sgk8.jpg
2949,BEYOND,1059,Махонь,Аксессуары для саксофонов,BEYOND,https://www.muztorg.ru/files/sized/f250x250/5bq/fqe/u7d/bgo/4ss/gsg/040/4k0/s/5bqfqeu7dbgo4ssgsg0404k0s.jpg
2950,BEYOND,1059,Орех,Аксессуары для саксофонов,BEYOND,https://www.muztorg.ru/files/sized/f250x250/5bq/fqe/u7d/bgo/4ss/gsg/040/4k0/s/5bqfqeu7dbgo4ssgsg0404k0s.jpg
2951,Vandoren LC59DP,7390,Пластик,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/bsj/lc3/on5/dwk/0cc/8w8/kw0/oko/bsjlc3on5dwk0cc8w8kw0oko.jpg
2952,Vandoren jaZZ 3.0 (SR403),430,Пластик,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/1kq/vyo/6cb/edc/8k0/844/wgg/gck/g/1kqvyo6cbedc8k0844wgggckg.jpg
2953,Vandoren V12 3.0 (SR613),630,Липа,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/1ra/utf/mvi/ysg/oco/sc0/wco/kkk/k/1rautfmviysgocosc0wcokkkk.jpg
2954,Vandoren V16 A7 S+ (SM813S+),17590,Ольха,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/jhm/hx7/sun/b40/csg/ckc/oco/4o8/jhmhx7sunb40csgckcoco4o8.jpg
2955,Vandoren V5 A55 (SM417) Jazz,15990,Ольха,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/e4s/nkz/ro3/hko/0kk/s4k/ssk/s0o/4/e4snkzro3hko0kks4kssks0o4.jpg
2956,RIYIN,738,Махонь,Аксессуары для саксофонов,RIYIN,https://www.muztorg.ru/files/sized/f250x250/oy8/g2r/rs3/hcg/440/404/k4c/wwk/oy8g2rrs3hcg440404k4cwwk.jpg
2957,Vandoren Traditional 1.0 (SR211),540,Пластик,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/3pb/d0s/ab0/oo4/4ks/4wc/s48/0kg/8/3pbd0sab0oo44ks4wcs480kg8.jpg
2958,VANDOREN SM423 V5,16880,Клен,Аксессуары для саксофонов,VANDOREN,https://www.muztorg.ru/files/sized/f250x250/eks/6oc/q2m/eos/wk4/848/goc/8ko/8/eks6ocq2meoswk4848goc8ko8.jpeg
2959,Vandoren JSR7115/3 Juno,631,Липа,Аксессуары для саксофонов,Vandoren,https://www.muztorg.ru/files/sized/f250x250/9r2/p76/s43/ows/c4o/80o/8o0/cck/k/9r2p76s43owsc4o80o8o0cckk.jpg
2960,YAMAHA BS-5C//ID,3975,Пластик,Аксессуары для саксофонов,YAMAHA,https://www.muztorg.ru/files/sized/f250x250/ahc/sdx/s4n/9k4/8g8/ksc/wc0/ggk/w/ahcsdxs4n9k48g8kscwc0ggkw.jpg
2961,Theo Wanne NYBros2 NYB-AR7,40760,Яблоня,Аксессуары для саксофонов,Theo,https://www.muztorg.ru/files/sized/f250x250/b6v/7ce/keg/zcw/c0c/gos/w84/ow4/o/b6v7cekegzcwc0cgosw84ow4o.jpg
2962,Yanagisawa ME-S7,11310,Клен,Аксессуары для саксофонов,Yanagisawa,https://www.muztorg.ru/files/sized/f250x250/67p/dyl/iof/6o0/84g/004/4c8/s8o/o/67pdyliof6o084g0044c8s8oo.jpg
2963,NUVO jSax (White/Blue),7820,Береза,Сопрано-саксофоны,NUVO,https://www.muztorg.ru/files/sized/f250x250/1tb/c29/zcv/gdc/ogk/wo0/scg/8o4/g/1tbc29zcvgdcogkwo0scg8o4g.png
2964,Soundking DH005,874,Ольха,Аксессуары для саксофонов,Soundking,https://www.muztorg.ru/files/sized/f250x250/6fc/guu/ihh/p0c/wwk/cg4/wwg/kwk/o/6fcguuihhp0cwwkcg4wwgkwko.jpeg
2965,D`ADDARIO WOODWINDS RKA0325 RICO 3 PACK; TENOR SAX 2.5,1050,Орех,Аксессуары для саксофонов,D`ADDARIO,https://www.muztorg.ru/files/sized/f250x250/58d/mb6/bao/dk4/sc0/8oo/kgs/gsw/c/58dmb6baodk4sc08ookgsgswc.jpg
2966,D'ADDARIO WOODWINDS RJB0315 ROYAL; 3 PAK; ALTO SAX; 1.5 ; 1.5; 3,672,Липа,Аксессуары для саксофонов,D'ADDARIO,https://www.muztorg.ru/files/sized/f250x250/3up/weu/pam/o6c/40c/kcc/g40/ok8/4/3upweupamo6c40ckccg40ok84.jpg
2967,D`ADDARIO WOODWINDS RJA0315 RICO; 3 PAK; ALTO SAX; 1.5 ; 1.5; 3,760,Сосна,Аксессуары для саксофонов,D`ADDARIO,https://www.muztorg.ru/files/sized/f250x250/4jq/9jp/lwu/sg0/8oo/0o8/o0w/c48/o/4jq9jplwusg08oo0o8o0wc48o.jpg
2968,D`ADDARIO WOODWINDS RKA0325 RICO 3 PACK; TENOR SAX 2.5 ; 2.5; 3,1000,Дуб,Аксессуары для саксофонов,D`ADDARIO,https://www.muztorg.ru/files/sized/f250x250/58d/mb6/bao/dk4/sc0/8oo/kgs/gsw/c/58dmb6baodk4sc08ookgsgswc.jpg
2969,RICO RIA1020,2370,Клен,Аксессуары для саксофонов,RICO,https://www.muztorg.ru/files/sized/f250x250/bhd/ier/kls/204/w48/g44/088/css/o/bhdierkls204w48g44088csso.jpg
2970,K&M 14335-000-55 Jazz,9530,Ольха,Тенор-саксофоны,K&M,https://www.muztorg.ru/files/sized/f250x250/2ne/98f/xda/oow/s04/0o0/sk4/g0k/s/2ne98fxdaoows040o0sk4g0ks.jpg
2971,K&M 14330-000-55,8350,Сосна,Аксессуары для саксофонов,K&M,https://www.muztorg.ru/files/sized/f250x250/dc0/0n3/r49/748/sgc/www/kg4/k8o/dc00n3r49748sgcwwwkg4k8o0.jpg
2972,K&M 14340-000-55,6890,Ольха,Аксессуары для саксофонов,K&M,https://www.muztorg.ru/files/sized/f250x250/4n1/no4/k4e/tc0/00g/kc4/kc0/w44/8/4n1no4k4etc000gkc4kc0w448.jpg
2973,K&M 14350-000-55,7990,Липа,Аксессуары для саксофонов,K&M,https://www.muztorg.ru/files/sized/f250x250/ajf/sb1/qy6/z48/kc0/cow/c0w/coo/ajfsb1qy6z48kc0cowc0wcoo0.jpg
2974,K&M 14355-000-55,8510,Сосна,Аксессуары для саксофонов,K&M,https://www.muztorg.ru/files/sized/f250x250/6uj/3xm/eil/04c/4og/000/sgg/wwc/4/6uj3xmeil04c4og000sggwwc4.jpg
2975,K&M 14315-000-55,6160,Липа,Аксессуары для саксофонов,K&M,https://www.muztorg.ru/files/sized/f250x250/atc/urf/q3t/40k/cw4/go0/840/4kc/atcurfq3t40kcw4go08404kc0.jpg
2976,John Packer JP051,34710,Береза,Трубы Bb,John,https://www.muztorg.ru/files/sized/f250x250/8r8/l18/m2p/poo/0o0/4k0/gk8/4cg/8r8l18m2ppoo0o04k0gk84cg0.jpg
2977,John Packer JP051S,28535,Липа,Трубы Bb,John,https://www.muztorg.ru/files/sized/f250x250/5xl/woi/aqf/ns4/0ss/s48/0sw/ggc/4/5xlwoiaqfns40sss480swggc4.jpg
2978,ROY BENSON TR-101R Bb,18856,Яблоня,Трубы Bb,ROY,https://www.muztorg.ru/files/sized/f250x250/1ug/waw/jm0/18k/g88/cg0/4ko/g04/o/1ugwawjm018kg88cg04kog04o.jpg
2979,ROY BENSON Charli Green Signature Model Bb,48802,Яблоня,Трубы Bb,ROY,https://www.muztorg.ru/files/sized/f250x250/ax4/ul1/d7z/34k/w8g/os0/400/w00/s/ax4ul1d7z34kw8gos0400w00s.jpg
2980,John Packer JP251SWB,79990,Дуб,Трубы Bb,John,https://www.muztorg.ru/files/sized/f250x250/8kb/7ax/t1m/q8s/8kg/csw/wog/4w8/8/8kb7axt1mq8s8kgcswwog4w88.jpeg
2981,ROY BENSON TR-101E Bb.,24010,Клен,Трубы Bb,ROY,https://www.muztorg.ru/files/sized/f250x250/ky5/syb/i2u/jkg/gg0/occ/gwk/8kk/ky5sybi2ujkggg0occgwk8kk.jpg
2982,ROY BENSON TR-101 Bb,25826,Сосна,Трубы Bb,ROY,https://www.muztorg.ru/files/sized/f250x250/cuw/0bi/osn/kg8/o8s/0ok/wcc/c08/k/cuw0biosnkg8o8s0okwccc08k.jpg
2983,ROY BENSON TR-402C C,46917,Орех,Трубы C,ROY,https://www.muztorg.ru/files/sized/f250x250/98o/ru9/u30/bwo/g4s/kok/0ok/okc/4/98oru9u30bwog4skok0okokc4.jpg
2984,ROY BENSON TR-403S Bb,51190,Яблоня,Трубы Bb,ROY,https://www.muztorg.ru/files/sized/f250x250/6kk/tuy/rsk/fsw/k4o/0gs/k4c/4s0/k/6kktuyrskfswk4o0gsk4c4s0k.jpg
2985,Cascha EH-3800,21940,Ольха,Трубы Bb,Cascha,https://www.muztorg.ru/files/sized/f250x250/5fa/vdh/kc1/roc/ows/0wk/kww/04w/8/5favdhkc1rocows0wkkww04w8.jpg
2986,Artemis RTR-1655,30000,Липа,Трубы Bb,Artemis,https://www.muztorg.ru/files/sized/f250x250/811/tcr/yos/7wg/g44/ows/ows/gg8/o/811tcryos7wgg44owsowsgg8o.jpg
2987,Stomvi Titan 5490,437300,Береза,Трубы Bb,Stomvi,https://www.muztorg.ru/files/sized/f250x250/2vj/rkw/4sm/1mo/44o/48c/wsw/gg8/g/2vjrkw4sm1mo44o48cwswgg8g.jpg
2988,ROY BENSON PT-101 Bb,28300,Дуб,Трубы Bb,ROY,https://www.muztorg.ru/files/sized/f250x250/5m9/fib/7vx/g08/4s0/w84/8wk/48o/w/5m9fib7vxg084s0w848wk48ow.jpg
2989,YAMAHA YTR-6335S,215000,Орех,Трубы Bb,YAMAHA,https://www.muztorg.ru/files/sized/f250x250/4of/59y/dkc/84k/044/gsc/kg8/4wg/4/4of59ydkc84k044gsckg84wg4.jpg
2990,John Packer JP151S MKII,89170,Клен,Трубы Bb,John,https://www.muztorg.ru/files/sized/f250x250/bfm/rfz/wl4/3k0/0ks/ow0/ws4/0gg/c/bfmrfzwl43k00ksow0ws40ggc.jpg
2991,Sebastian STR-435,26821,Махонь,Трубы Bb,Sebastian,https://www.muztorg.ru/files/sized/f250x250/cy8/748/jve/94o/kcs/wsc/4gg/0g8/c/cy8748jve94okcswsc4gg0g8c.jpg
2992,Artemis RTR-1666,32560,Пластик,Трубы Bb,Artemis,https://www.muztorg.ru/files/sized/f250x250/96q/xti/v40/dss/w80/s4s/wsw/c0o/s/96qxtiv40dssw80s4swswc0os.jpg
2993,Stomvi S3 5066,240600,Яблоня,Трубы Bb,Stomvi,https://www.muztorg.ru/files/sized/f250x250/5ab/pp9/btu/xog/g8k/4co/ok0/gwk/4/5abpp9btuxogg8k4cook0gwk4.jpg
2994,Stomvi Zenith Z5326,111700,Клен,Трубы Bb,Stomvi,https://www.muztorg.ru/files/sized/f250x250/cow/f17/hu9/ugc/8k8/woc/kkc/ggk/o/cowf17hu9ugc8k8wockkcggko.jpg
2995,ROY BENSON TR-402CS,54480,Ольха,Трубы C,ROY,https://www.muztorg.ru/files/sized/f250x250/87u/z9f/av7/6w4/cw0/80w/ssw/cs8/w/87uz9fav76w4cw080wsswcs8w.jpg
2996,Sebastian STR-435S,28233,Пластик,Трубы Bb,Sebastian,https://www.muztorg.ru/files/sized/f250x250/ch0/v7o/ydy/v40/g0w/k0g/4ko/gk8/s/ch0v7oydyv40g0wk0g4kogk8s.jpg
2997,ROY BENSON PT-302,28310,Липа,Трубы Bb,ROY,https://www.muztorg.ru/files/sized/f250x250/315/cx9/dqe/5og/ww4/48s/ks0/sg0/315cx9dqe5ogww448sks0sg00.jpg
2998,Stomvi Titan 5391,422300,Береза,Трубы Bb,Stomvi,https://www.muztorg.ru/files/sized/f250x250/e05/y2l/9ir/4g8/cw0/gcc/kcc/kcg/w/e05y2l9ir4g8cw0gcckcckcgw.jpg
2999,YAMAHA YTR-4335GI,115000,Махонь,Трубы C,YAMAHA,https://www.muztorg.ru/files/sized/f250x250/1px/z9j/yea/bk0/0s8/w8c/g88/kk8/c/1pxz9jyeabk00s8w8cg88kk8c.jpg
3000,ROY BENSON PT-101S Bb,32113,Береза,Трубы Bb,ROY,https://www.muztorg.ru/files/sized/f250x250/64s/esj/gfm/hog/4gs/0ok/8gk/owk/64sesjgfmhog4gs0ok8gkowk.jpg
3001,ROY BENSON TR-101K Bb.,33238,Ольха,Трубы Bb,ROY,https://www.muztorg.ru/files/sized/f250x250/2sh/mf8/blu/z6s/sg8/oss/448/sok/o/2shmf8bluz6ssg8oss448soko.jpg
3002,Schilke 25.14A4,8630,Махонь,Аксессуары для труб,Schilke,https://www.muztorg.ru/files/sized/f250x250/352/phx/zeu/dwk/4ok/gw0/ocw/gsw/w/352phxzeudwk4okgw0ocwgsww.jpg
3003,Artemis RTR-4612,54830,Клен,Трубы C,Artemis,https://www.muztorg.ru/files/sized/f250x250/36d/ms6/awe/feo/8os/ksc/48c/0ko/g/36dms6awefeo8osksc48c0kog.jpg
3004,Stomvi Elite 5333 250-L,219100,Яблоня,Трубы Bb,Stomvi,https://www.muztorg.ru/files/sized/f250x250/35q/6k3/eta/l8g/g8o/w4c/4cg/0cs/35q6k3etal8gg8ow4c4cg0cs.jpg
3005,Stomvi S2 5062,145400,Яблоня,Трубы Bb,Stomvi,https://www.muztorg.ru/files/sized/f250x250/2m1/it3/wnm/9og/8kw/40w/ccg/84w/c/2m1it3wnm9og8kw40wccg84wc.jpg
3006,GEWA 720484,719,Махонь,Аксессуары для труб,GEWA,https://www.muztorg.ru/files/sized/f250x250/1jl/45c/8mo/zok/swk/gsc/cok/80g/o/1jl45c8mozokswkgsccok80go.jpg
3007,John Packer JP159GR,26600,Береза,Трубы Bb,John,https://www.muztorg.ru/files/sized/f250x250/ej1/d3o/dsp/u04/s8w/g4s/8sk/gok/s/ej1d3odspu04s8wg4s8skgoks.jpeg
3008,Artemis RTR-1622,39290,Сосна,Трубы Bb,Artemis,https://www.muztorg.ru/files/sized/f250x250/5o1/kpl/538/g00/484/wog/ogw/k8g/k/5o1kpl538g00484wogogwk8gk.jpg
3009,Besson BE111-2-0,106500,Береза,Трубы Bb,Besson,https://www.muztorg.ru/files/sized/f250x250/3fn/s1g/tjt/0kk/gsg/o8k/s44/www/3fns1gtjt0kkgsgo8ks44www0.jpg
3010,Stomvi Master Titanium 5783,400000,Береза,Трубы пикколо,Stomvi,https://www.muztorg.ru/files/sized/f250x250/57x/4wy/hlz/og0/84s/kso/gs0/8ok/s/57x4wyhlzog084sksogs08oks.jpg
